type,t,p,v
current,189,11551,95
current,174,10207,83
newpath,175,10289,82
current,175,10289,82
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,172,10042,83
newpath,173,10125,83
current,173,10125,83
newpath,174,10207,82
current,174,10207,82
newpath,175,10288,81
current,175,10288,81
current,175,10290,83
current,176,10373,83
current,174,10209,84
deadend,174,10209,-
newpath,173,10124,82
current,173,10124,82
newpath,174,10205,81
current,174,10205,81
current,174,10207,83
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,173,10126,84
newpath,174,10210,84
current,174,10210,84
current,175,10295,85
deadend,175,10295,-
current,174,10211,85
newpath,175,10296,85
current,175,10296,85
current,176,10382,86
deadend,176,10382,-
current,175,10297,86
newpath,176,10383,86
current,176,10383,86
current,177,10470,87
deadend,177,10470,-
current,176,10384,87
newpath,177,10471,87
current,177,10471,87
current,178,10559,88
deadend,178,10559,-
current,177,10472,88
newpath,178,10560,88
current,178,10560,88
current,179,10649,89
deadend,179,10649,-
current,178,10561,89
newpath,179,10650,89
current,179,10650,89
current,180,10740,90
deadend,180,10740,-
current,179,10651,90
newpath,180,10741,90
current,180,10741,90
current,181,10832,91
deadend,181,10832,-
current,180,10742,91
newpath,181,10833,91
current,181,10833,91
current,182,10925,92
deadend,182,10925,-
current,181,10834,92
newpath,182,10926,92
current,182,10926,92
current,183,11019,93
deadend,183,11019,-
current,182,10927,93
newpath,183,11020,93
current,183,11020,93
current,184,11114,94
deadend,184,11114,-
current,183,11021,94
newpath,184,11115,94
current,184,11115,94
current,185,11210,95
deadend,185,11210,-
current,184,11116,95
newpath,185,11211,95
current,185,11211,95
current,186,11307,96
deadend,186,11307,-
current,185,11212,96
newpath,186,11308,96
current,186,11308,96
current,187,11405,97
deadend,187,11405,-
current,186,11309,97
newpath,187,11406,97
current,187,11406,97
deadend,187,11406,-
current,186,11309,97
current,187,11407,98
newpath,188,11505,98
current,188,11505,98
current,189,11604,99
deadend,189,11604,-
current,188,11506,99
newpath,189,11605,99
current,189,11605,99
current,190,11705,100
deadend,190,11705,-
current,189,11606,100
newpath,190,11706,100
current,190,11706,100
current,191,11807,101
deadend,191,11807,-
current,190,11707,101
newpath,191,11808,101
current,191,11808,101
current,192,11910,102
deadend,192,11910,-
current,191,11809,102
newpath,192,11911,102
current,192,11911,102
current,193,12014,103
deadend,193,12014,-
current,192,11912,103
newpath,193,12015,103
current,193,12015,103
current,194,12119,104
deadend,194,12119,-
current,193,12016,104
newpath,194,12120,104
current,194,12120,104
current,195,12225,105
deadend,195,12225,-
current,194,12121,105
newpath,195,12226,105
current,195,12226,105
current,196,12332,106
deadend,196,12332,-
current,195,12227,106
newpath,196,12333,106
current,196,12333,106
current,197,12440,107
deadend,197,12440,-
current,196,12334,107
newpath,197,12441,107
current,197,12441,107
deadend,197,12441,-
current,196,12334,107
current,197,12442,108
deadend,197,12442,-
current,196,12334,107
deadend,196,12334,-
current,195,12227,106
current,196,12333,106
deadend,196,12333,-
current,195,12227,106
deadend,195,12227,-
current,194,12121,105
current,195,12226,105
deadend,195,12226,-
current,194,12121,105
deadend,194,12121,-
current,193,12016,104
current,194,12120,104
deadend,194,12120,-
current,193,12016,104
deadend,193,12016,-
current,192,11912,103
current,193,12015,103
deadend,193,12015,-
current,192,11912,103
deadend,192,11912,-
current,191,11809,102
current,192,11911,102
deadend,192,11911,-
current,191,11809,102
deadend,191,11809,-
current,190,11707,101
current,191,11808,101
deadend,191,11808,-
current,190,11707,101
deadend,190,11707,-
current,189,11606,100
current,190,11706,100
deadend,190,11706,-
current,189,11606,100
deadend,189,11606,-
current,188,11506,99
current,189,11605,99
deadend,189,11605,-
current,188,11506,99
deadend,188,11506,-
current,187,11407,98
current,188,11505,98
deadend,188,11505,-
current,187,11407,98
deadend,187,11407,-
current,186,11309,97
deadend,186,11309,-
current,185,11212,96
current,186,11308,96
deadend,186,11308,-
current,185,11212,96
deadend,185,11212,-
current,184,11116,95
current,185,11211,95
deadend,185,11211,-
current,184,11116,95
deadend,184,11116,-
current,183,11021,94
current,184,11115,94
deadend,184,11115,-
current,183,11021,94
deadend,183,11021,-
current,182,10927,93
current,183,11020,93
deadend,183,11020,-
current,182,10927,93
deadend,182,10927,-
current,181,10834,92
current,182,10926,92
deadend,182,10926,-
current,181,10834,92
deadend,181,10834,-
current,180,10742,91
current,181,10833,91
deadend,181,10833,-
current,180,10742,91
deadend,180,10742,-
current,179,10651,90
current,180,10741,90
deadend,180,10741,-
current,179,10651,90
deadend,179,10651,-
current,178,10561,89
current,179,10650,89
deadend,179,10650,-
current,178,10561,89
deadend,178,10561,-
current,177,10472,88
current,178,10560,88
deadend,178,10560,-
current,177,10472,88
deadend,177,10472,-
current,176,10384,87
current,177,10471,87
deadend,177,10471,-
current,176,10384,87
deadend,176,10384,-
current,175,10297,86
current,176,10383,86
deadend,176,10383,-
current,175,10297,86
deadend,175,10297,-
current,174,10211,85
current,175,10296,85
deadend,175,10296,-
current,174,10211,85
deadend,174,10211,-
current,173,10126,84
current,174,10210,84
deadend,174,10210,-
current,173,10126,84
deadend,173,10126,-
current,172,10042,83
current,173,10125,83
current,174,10207,82
current,175,10290,83
current,176,10373,83
current,197,12442,108
deadend,197,12442,-
current,196,12334,107
deadend,196,12334,-
current,195,12227,106
deadend,195,12227,-
current,194,12121,105
deadend,194,12121,-
current,193,12016,104
deadend,193,12016,-
current,192,11912,103
deadend,192,11912,-
current,191,11809,102
deadend,191,11809,-
current,190,11707,101
deadend,190,11707,-
current,189,11606,100
deadend,189,11606,-
current,188,11506,99
deadend,188,11506,-
current,187,11407,98
deadend,187,11407,-
current,186,11309,97
deadend,186,11309,-
current,185,11212,96
deadend,185,11212,-
current,184,11116,95
deadend,184,11116,-
current,183,11021,94
deadend,183,11021,-
current,182,10927,93
deadend,182,10927,-
current,181,10834,92
deadend,181,10834,-
current,180,10742,91
deadend,180,10742,-
current,179,10651,90
deadend,179,10651,-
current,178,10561,89
deadend,178,10561,-
current,177,10472,88
deadend,177,10472,-
current,176,10384,87
deadend,176,10384,-
current,175,10297,86
deadend,175,10297,-
current,174,10211,85
deadend,174,10211,-
current,173,10126,84
deadend,173,10126,-
current,172,10042,83
current,173,10125,83
current,174,10207,82
current,175,10290,83
current,176,10373,83
current,187,11407,98
deadend,187,11407,-
current,186,11309,97
deadend,186,11309,-
current,185,11212,96
deadend,185,11212,-
current,184,11116,95
deadend,184,11116,-
current,183,11021,94
deadend,183,11021,-
current,182,10927,93
deadend,182,10927,-
current,181,10834,92
deadend,181,10834,-
current,180,10742,91
deadend,180,10742,-
current,179,10651,90
deadend,179,10651,-
current,178,10561,89
deadend,178,10561,-
current,177,10472,88
deadend,177,10472,-
current,176,10384,87
deadend,176,10384,-
current,175,10297,86
deadend,175,10297,-
current,174,10211,85
deadend,174,10211,-
current,173,10126,84
deadend,173,10126,-
current,172,10042,83
current,173,10125,83
current,174,10207,82
current,175,10290,83
current,176,10373,83
newpath,170,9876,80
current,170,9876,80
newpath,171,9956,80
current,171,9956,80
newpath,172,10035,79
current,172,10035,79
current,172,10037,81
current,173,10119,82
current,174,10202,83
current,175,10286,84
current,176,10371,85
current,177,10457,86
current,178,10544,87
current,179,10632,88
current,180,10721,89
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,171,9955,79
current,171,9955,79
newpath,172,10033,78
current,172,10033,78
current,172,10035,80
current,173,10116,81
current,174,10198,82
current,175,10281,83
current,176,10365,84
current,177,10450,85
current,178,10536,86
current,179,10623,87
current,180,10711,88
current,181,10800,89
current,182,10890,90
current,183,10981,91
current,184,11073,92
current,185,11166,93
current,186,11259,93
current,171,9957,81
current,172,10039,82
current,173,10122,83
current,174,10206,84
current,175,10291,85
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,170,9878,82
newpath,171,9960,82
current,171,9960,82
newpath,172,10042,82
current,172,10042,82
newpath,173,10123,81
current,173,10123,81
newpath,174,10203,80
current,174,10203,80
current,174,10205,82
current,175,10288,83
current,176,10372,84
current,177,10457,85
current,178,10543,86
current,179,10630,87
current,180,10718,88
current,181,10807,89
current,182,10897,90
current,183,10988,91
current,184,11080,92
current,185,11173,93
current,186,11267,94
current,187,11361,94
current,188,11456,95
current,189,11551,95
current,173,10125,83
current,174,10207,82
current,175,10290,83
current,176,10373,83
newpath,172,10041,81
current,172,10041,81
newpath,173,10121,80
current,173,10121,80
current,173,10123,82
current,174,10206,83
current,175,10290,84
current,176,10375,85
current,177,10461,86
current,178,10546,85
current,172,10043,83
newpath,173,10125,82
current,173,10125,82
newpath,174,10206,81
current,174,10206,81
current,174,10207,82
current,175,10290,83
current,176,10373,83
current,173,10127,84
current,174,10212,85
current,175,10298,86
current,176,10385,87
current,177,10473,88
current,178,10562,89
current,179,10652,90
current,180,10743,91
deadend,180,10743,-
current,179,10652,90
deadend,179,10652,-
current,178,10562,89
deadend,178,10562,-
current,177,10473,88
deadend,177,10473,-
current,176,10385,87
deadend,176,10385,-
current,175,10298,86
deadend,175,10298,-
current,174,10212,85
deadend,174,10212,-
current,173,10127,84
deadend,173,10127,-
current,172,10043,83
current,173,10125,82
current,174,10207,82
current,175,10290,83
current,176,10373,83
newpath,171,9959,81
current,171,9959,81
newpath,172,10039,80
current,172,10039,80
newpath,173,10118,79
current,173,10118,79
current,173,10120,81
current,174,10202,82
current,175,10285,83
current,176,10369,84
current,177,10454,85
current,178,10540,86
current,179,10627,87
current,180,10715,88
current,181,10804,89
current,182,10894,90
current,183,10984,90
current,172,10041,82
current,173,10124,83
current,174,10207,83
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,171,9961,83
newpath,172,10044,83
current,172,10044,83
current,173,10128,84
current,174,10213,85
deadend,174,10213,-
current,173,10128,84
deadend,173,10128,-
newpath,172,10043,82
current,172,10043,82
newpath,173,10124,81
current,173,10124,81
newpath,174,10204,80
current,174,10204,80
current,174,10206,82
current,175,10289,83
current,176,10373,84
current,177,10458,85
current,178,10544,86
current,179,10631,87
current,180,10719,88
current,181,10808,89
current,182,10898,90
current,183,10989,91
current,184,11081,92
current,185,11174,93
current,186,11267,93
current,187,11361,94
current,188,11456,95
current,189,11551,95
current,173,10125,82
current,174,10207,82
